x1107,x1108,x1109,x1110,x1111,x1112,x1113,x1114,x1115,x1116,x1117,x1118,x1131,x1135,x1138
26,1,26,26,21,26,26,1,1,1,27,26,1,15,26
11,6,12,12,7,12,12,1,20,6,12,12,1,6,12
19,20,20,20,1,20,20,1,1,1,20,20,1,24,20
23,24,24,24,1,24,24,22,19,24,24,24,15,1,24
20,19,21,21,1,21,21,15,12,19,21,21,15,19,21
16,3,17,17,12,17,17,1,1,3,17,17,20,3,17
15,1,16,16,11,16,16,1,1,1,16,16,6,1,16
30,4,30,30,1,30,30,9,4,9,31,31,22,1,30
26,12,26,11,6,21,11,24,19,12,27,26,12,25,26
2,18,3,3,12,3,17,1,1,18,3,1,18,22,3
30,1,30,30,1,30,30,1,1,1,31,30,25,1,30
20,12,21,21,16,21,21,18,1,1,21,21,1,9,21
2,24,3,3,1,3,23,18,12,24,3,3,1,24,3
31,1,31,31,25,31,31,1,1,1,32,31,1,15,31
22,9,23,23,18,23,23,4,1,2,23,23,1,9,23
1,22,3,3,7,3,3,1,1,1,3,3,13,1,3
23,29,24,24,19,24,24,13,1,1,24,1,15,1,24
13,22,14,11,18,21,21,31,28,22,14,11,22,24,14
3,29,4,4,2,4,4,1,1,29,4,1,1,3,4
23,1,24,24,19,24,24,1,1,1,24,1,3,1,24
22,28,23,23,18,23,23,1,1,2,23,23,1,15,23
20,3,21,21,16,21,21,1,1,1,21,21,3,1,21
19,33,20,20,8,13,13,14,1,14,20,13,14,22,20
1,13,29,29,7,29,12,20,20,13,30,1,13,6,29
2,31,3,17,27,3,3,18,1,18,2,1,30,18,3
13,1,14,14,9,14,14,1,1,1,14,14,1,3,14
26,1,26,26,1,26,26,1,1,1,27,21,3,6,26
31,27,31,31,20,31,31,1,1,27,32,31,26,1,31
7,1,8,8,4,8,8,1,1,1,8,8,1,3,8
7,1,8,8,1,8,8,1,1,4,8,8,1,18,8
14,1,14,14,1,14,15,1,1,1,14,1,1,16,14
26,1,26,26,21,26,26,1,1,1,27,1,15,3,26
26,1,26,26,1,26,26,1,1,1,27,26,3,24,26
23,1,24,24,1,24,24,1,1,1,24,12,15,1,24
31,24,31,31,8,31,31,14,1,1,32,1,24,18,31
10,21,11,11,6,11,11,15,24,18,11,11,21,3,11
30,9,30,30,1,30,30,1,1,9,31,30,15,1,30
7,1,8,8,3,8,7,1,1,1,8,8,8,1,8
13,1,14,14,9,14,14,1,1,1,14,1,1,19,14
13,26,14,14,9,14,14,28,6,26,14,14,1,22,14
1,15,15,15,10,15,15,1,1,1,15,14,15,1,15
26,1,26,26,21,33,26,1,1,1,27,26,1,3,26
4,15,6,6,13,14,14,22,1,1,6,6,1,15,6
12,15,13,13,1,13,13,21,21,33,13,1,1,6,13
31,1,14,14,1,14,14,1,1,1,14,1,19,22,14
17,15,18,18,13,14,14,1,1,1,18,18,15,1,18
1,1,14,14,9,14,14,1,1,1,14,14,1,3,14
28,1,4,4,2,4,4,1,1,1,4,4,1,3,4
4,20,6,6,1,6,6,1,10,20,6,6,1,20,6
2,22,3,3,16,3,3,1,1,22,3,3,22,1,3
7,9,14,8,4,8,8,32,30,9,14,1,15,1,8
22,9,23,23,18,23,23,1,1,2,23,23,1,3,23
1,1,1,28,1,28,28,1,1,1,1,1,31,1,28
26,19,26,26,13,26,26,22,19,22,27,1,3,19,26
26,35,26,26,21,26,26,1,1,35,27,26,3,6,26
7,1,21,21,4,8,8,1,1,1,21,21,9,1,21
13,1,14,14,9,14,14,1,1,1,14,14,1,32,14
23,16,24,24,19,24,24,1,1,16,24,1,1,16,24
1,24,24,24,18,23,24,1,25,24,1,24,24,1,24
17,19,22,22,13,22,22,1,1,1,22,22,1,19,22
16,22,17,17,12,17,17,1,1,2,17,1,1,22,17
13,20,14,14,4,19,6,6,6,20,14,1,20,1,14
16,21,17,20,15,17,17,15,15,21,17,17,21,15,17
23,1,24,24,19,24,24,1,1,1,24,1,1,15,24
22,1,23,23,18,23,23,1,1,2,23,23,1,3,23
16,9,17,17,4,17,17,1,1,2,17,17,9,1,17
1,15,26,26,21,26,26,1,1,15,27,1,12,1,26
20,3,21,21,16,21,21,1,1,3,21,21,22,15,1
26,1,26,26,1,26,26,1,1,1,27,26,9,19,26
1,1,26,26,1,26,26,1,1,1,27,26,3,15,26
23,1,14,14,19,30,20,1,1,1,14,14,25,22,14
7,10,8,9,14,19,2,32,32,9,9,8,9,1,9
31,1,26,31,1,26,26,1,1,28,32,26,32,1,26
14,1,15,15,1,15,15,1,1,1,15,15,1,3,15
11,1,12,12,7,12,12,1,1,1,12,12,1,6,12
4,20,6,6,14,6,6,1,1,20,6,6,20,1,6
29,1,29,29,1,29,29,1,1,1,30,29,1,15,29
22,1,23,23,18,23,3,1,1,1,23,23,1,3,23
26,1,26,26,21,26,26,1,1,1,27,26,23,31,26
10,18,11,11,6,11,11,1,1,18,11,1,1,3,11
1,16,18,14,1,15,18,15,16,19,14,18,16,15,18
34,36,29,29,27,29,29,1,1,36,30,29,1,36,29
1,4,8,8,4,8,8,32,32,4,8,8,4,1,8
16,4,17,17,12,17,17,12,1,1,17,17,1,28,17
20,15,21,21,16,21,21,3,19,15,21,21,1,3,21
13,1,14,14,9,23,14,1,1,1,14,14,9,1,14
28,1,1,28,1,28,28,1,1,1,1,1,1,27,28
4,24,6,6,18,6,6,20,21,24,6,6,24,1,6
1,24,4,4,13,4,4,30,1,1,4,1,22,24,4
26,22,26,26,21,26,26,1,1,22,27,26,1,15,26
1,15,18,18,1,18,14,25,1,25,18,18,15,1,18
31,1,31,31,25,31,31,1,1,1,32,31,1,15,31
13,17,14,14,18,9,14,24,1,6,14,1,15,16,16
16,12,17,17,12,17,17,1,1,1,17,17,1,3,17
13,1,14,14,9,14,14,1,1,19,14,1,15,28,1
34,1,33,33,27,33,33,1,1,1,35,34,1,3,33
13,1,14,14,9,14,14,1,1,1,14,14,1,25,14
1,23,31,31,25,31,31,9,9,23,32,31,6,9,31
1,16,14,14,19,14,22,25,1,6,14,14,1,6,14
13,16,1,15,1,14,15,15,1,16,1,14,16,9,14
23,30,24,24,19,24,28,15,15,30,24,24,15,30,24
16,3,17,17,13,17,18,19,19,3,17,17,3,19,17
3,1,4,4,2,4,4,1,1,1,4,31,1,15,4
11,1,12,12,7,12,12,1,1,1,12,12,1,3,12
13,1,14,14,1,14,14,1,1,1,14,14,6,1,14
1,1,14,14,9,14,14,1,1,1,14,14,1,3,14
16,1,17,17,12,17,17,1,1,1,17,1,1,15,17
1,22,6,6,14,6,19,20,22,20,6,6,22,20,6
1,15,24,24,19,24,24,1,15,1,24,24,1,6,24
7,1,8,8,4,24,8,1,1,1,8,8,1,15,8
1,1,21,21,16,21,21,1,1,1,21,1,22,15,1
2,1,3,3,1,3,3,1,1,1,3,3,1,6,3
1,3,17,17,12,17,17,13,1,2,17,17,15,17,17
16,25,17,17,14,17,17,20,1,2,17,1,20,3,17
26,1,26,26,21,26,26,1,1,1,27,21,15,1,26
4,1,6,6,1,6,6,1,1,1,6,6,1,15,6
13,29,14,14,9,14,14,4,1,6,14,14,1,3,14
1,1,14,14,9,14,14,1,1,1,14,14,15,6,1
26,1,26,26,21,26,26,1,1,1,27,1,1,15,26
23,1,24,24,19,24,24,1,1,1,24,24,1,22,24
11,20,12,12,7,12,12,1,1,1,12,1,1,15,12
1,21,13,13,8,13,13,20,20,21,13,13,23,1,13
26,9,26,26,21,26,6,6,6,9,27,26,15,6,26
23,1,24,24,19,24,24,1,1,1,24,24,1,3,24
1,21,5,5,1,5,5,1,1,1,5,5,21,1,5
7,1,8,8,1,8,8,1,1,1,8,1,31,1,8
16,1,17,17,12,17,17,1,1,1,17,17,1,24,17
17,3,18,3,1,18,14,1,22,3,18,18,3,1,18
1,1,14,14,9,14,14,1,1,1,14,14,1,3,14
4,24,6,6,1,3,23,20,20,24,6,6,24,1,6
7,24,8,8,4,8,8,32,24,1,8,1,24,1,8
22,24,21,21,18,23,21,12,18,24,21,21,24,1,21
1,22,26,26,21,26,26,18,22,18,27,26,18,1,26
1,1,29,29,1,29,29,1,1,1,30,1,1,36,29
16,22,11,11,1,21,11,13,13,22,11,11,22,18,11
1,6,9,9,1,9,9,36,1,1,9,1,6,36,9
13,1,14,14,19,14,14,1,1,1,14,14,1,25,14
19,1,20,20,15,20,20,31,1,1,20,20,1,15,20
1,12,21,21,6,21,21,18,18,12,21,21,1,18,21
23,1,24,24,19,24,24,1,1,1,24,24,1,15,24
20,19,21,21,13,14,18,15,15,19,21,1,19,15,21
20,22,20,20,16,20,17,1,1,1,20,1,22,18,20
2,13,3,3,7,3,20,21,21,13,3,3,21,1,3
3,1,4,4,2,4,4,1,1,1,4,4,1,22,4
2,12,3,3,1,21,11,15,12,15,3,11,12,28,3
1,15,26,26,21,26,26,1,1,15,27,26,15,1,26
7,4,8,8,4,8,8,30,30,4,8,8,1,3,8
19,13,20,21,15,20,20,18,18,13,20,20,6,22,20
22,24,20,20,18,20,23,1,1,24,20,1,24,3,20
2,18,3,17,12,3,17,1,1,18,2,1,3,22,17
1,33,23,23,18,23,23,21,33,21,23,23,32,21,23
16,13,17,17,7,11,17,12,12,13,17,17,12,13,17
7,1,8,8,4,8,8,1,1,1,8,8,1,3,8
4,20,6,6,1,6,6,10,20,26,6,6,1,15,6
29,20,29,29,23,29,29,6,6,20,30,29,1,6,29
21,23,14,14,1,14,21,1,1,6,14,14,23,1,14
7,15,8,8,4,8,8,14,21,15,8,8,4,15,8
26,1,26,26,21,26,26,1,1,1,27,26,23,3,26
11,1,12,12,7,12,12,1,1,1,12,12,1,3,12
26,19,26,26,13,26,26,15,1,1,27,26,19,15,26
19,16,20,20,15,20,20,15,15,16,20,20,15,1,20
29,1,1,29,23,29,29,1,22,1,30,1,1,15,29
17,19,14,14,1,18,14,1,1,6,14,14,1,19,14
20,12,21,21,16,21,21,1,1,1,21,21,1,9,21
19,16,20,20,15,20,20,14,14,16,20,20,14,16,20
26,1,26,26,21,26,26,1,1,1,27,26,22,3,26
2,1,3,3,14,20,19,1,1,1,3,1,3,1,14
3,1,4,4,2,4,4,1,1,1,4,1,1,3,4
30,1,30,30,1,30,30,1,1,1,31,1,15,1,30
11,3,14,6,7,14,12,22,22,15,6,14,1,6,14
1,13,19,19,7,19,19,1,1,13,19,19,1,13,19
11,1,12,12,7,12,12,1,1,1,12,1,20,1,12
31,15,31,31,20,31,25,27,1,1,32,1,26,1,31
20,1,21,21,15,21,21,1,1,1,21,21,21,22,1
31,1,31,31,1,31,31,1,1,1,32,31,1,6,31
1,1,8,8,1,3,8,1,1,1,8,8,1,22,8
26,1,26,26,21,26,26,1,1,1,27,1,15,9,26
20,1,21,21,16,21,21,1,1,1,21,21,1,3,21
7,1,8,8,4,8,8,1,1,1,8,8,1,6,8
2,19,3,3,19,3,3,25,25,19,3,1,25,1,3
1,36,1,33,27,33,33,8,1,1,35,1,1,8,33
26,1,26,26,21,26,26,1,1,1,27,1,3,1,26
26,1,26,26,21,26,26,1,1,1,27,1,9,15,26
1,1,14,14,9,14,21,1,1,1,14,14,1,22,14
29,1,29,29,23,29,29,1,1,1,30,29,1,6,29
20,1,21,21,16,21,21,1,1,1,21,21,1,3,21
30,9,30,30,1,30,30,1,1,9,31,23,1,3,30
28,16,28,28,10,28,14,1,1,16,29,28,16,1,28
13,28,14,14,9,14,14,1,1,1,14,14,1,25,14
23,1,24,24,1,14,24,1,1,1,24,24,15,1,24
10,18,11,11,1,11,11,22,3,22,11,11,22,1,11
13,1,14,14,9,14,14,1,1,1,14,1,1,3,14
18,8,19,19,1,19,19,6,1,1,1,1,8,6,19
13,1,14,14,1,14,14,1,1,1,14,1,1,16,14
4,1,22,22,1,22,22,1,1,1,22,1,1,15,22
1,5,19,19,1,19,13,6,5,6,19,1,5,6,19
6,12,7,7,3,7,7,10,1,1,7,7,1,31,7
18,1,1,19,14,19,19,1,6,20,1,1,1,6,19
1,24,24,24,1,24,24,1,1,1,24,24,27,15,24
13,1,14,14,9,14,14,1,1,1,14,13,1,3,14
13,16,14,14,9,14,14,1,1,6,14,14,16,1,14
13,1,14,14,1,14,14,1,1,1,14,6,1,9,14
30,4,30,30,1,6,30,29,34,29,31,23,24,6,30
13,16,14,14,10,14,14,1,1,1,14,14,16,1,14
3,17,4,4,2,4,4,27,27,17,4,1,17,1,4
1,1,26,26,21,26,26,1,1,1,27,26,1,18,26
20,1,21,21,16,21,21,1,1,1,21,21,1,3,21
11,1,12,12,7,12,12,1,1,1,12,1,15,6,12
1,22,17,17,12,17,17,1,1,22,17,17,1,3,17
13,3,14,14,9,14,14,22,1,28,14,14,1,6,14
13,33,14,14,9,14,14,23,19,33,14,14,32,1,14
20,18,21,21,16,21,21,24,1,18,21,21,1,3,21
26,22,26,26,21,26,26,1,22,1,27,1,3,15,26
26,28,15,15,21,15,26,15,1,1,15,15,27,15,15
11,20,12,12,7,12,12,10,10,20,12,1,1,20,12
22,1,23,23,18,23,23,1,1,1,23,23,1,6,23
23,1,24,24,1,24,24,1,1,1,24,24,1,24,24
22,1,23,23,18,23,23,1,1,1,23,23,1,15,23
1,9,26,26,21,8,26,22,15,9,27,26,9,1,26
26,1,26,26,21,26,26,1,1,1,27,26,22,30,26
13,19,14,14,13,14,14,1,28,19,14,14,19,18,14
1,21,12,12,7,12,12,1,1,21,12,1,6,1,12
23,30,24,24,19,24,28,1,1,30,24,24,29,15,24
1,1,17,17,12,17,17,1,1,1,17,17,1,24,17
22,1,23,23,1,23,23,1,1,1,23,23,3,1,23
16,18,31,31,12,20,17,21,1,1,32,1,18,21,31
13,25,14,14,19,14,14,1,1,6,14,14,25,1,14
1,3,17,17,12,17,17,1,1,2,17,1,1,3,17
23,20,18,14,19,21,18,25,25,20,18,1,25,15,18
1,1,33,33,27,33,33,1,1,8,35,34,1,6,33
1,31,3,29,23,3,29,1,18,3,30,17,3,22,29
26,1,26,26,21,26,26,1,1,1,27,1,3,22,26
8,1,9,9,1,9,9,1,1,1,9,9,27,6,9
13,25,14,14,1,14,14,16,1,16,14,6,25,3,14
14,15,15,15,1,4,15,1,1,1,15,15,1,15,15
2,31,3,3,1,3,25,27,1,1,3,1,3,36,25
13,1,14,14,9,14,14,1,1,1,14,14,1,3,14
26,1,26,26,21,26,26,1,1,1,27,26,1,3,26
17,1,18,18,1,18,18,1,1,1,18,18,15,3,18
3,1,4,4,1,4,4,1,1,1,4,4,1,3,4
13,1,14,14,9,14,14,1,1,1,14,14,15,24,1
26,1,26,26,21,26,26,1,1,1,27,26,19,3,26
12,1,13,13,1,13,13,1,1,1,13,13,1,20,13
26,16,26,26,21,26,26,15,1,1,27,1,16,19,26
1,27,24,24,1,24,25,1,1,27,24,1,26,3,24
23,1,24,24,1,24,24,1,1,1,24,24,15,1,24
19,1,20,20,15,20,20,1,1,1,20,20,3,5,20
1,4,15,15,10,15,15,5,1,1,15,4,4,1,15
1,1,12,12,7,12,12,1,1,1,12,12,15,6,12
1,1,14,14,9,14,14,1,1,1,14,14,1,8,14
1,21,9,9,1,9,26,12,6,20,9,9,21,1,9
16,1,17,17,12,17,17,22,1,2,17,17,1,4,17
26,1,26,26,21,26,26,1,1,1,27,1,1,3,26
26,15,26,14,1,11,17,12,1,1,27,26,15,1,26
22,15,8,8,1,8,8,27,27,15,8,8,15,27,8
13,35,14,14,1,14,14,1,1,1,14,1,1,3,14
13,16,14,14,10,14,14,1,1,6,14,1,16,1,14
19,1,20,20,15,20,20,1,1,1,20,20,1,6,20
22,24,6,6,1,6,6,1,21,24,6,1,1,36,6
15,17,9,16,1,16,16,6,1,1,1,9,10,6,16
29,1,29,29,23,29,29,1,1,1,30,29,30,10,1
26,9,26,26,1,26,26,32,1,1,27,26,9,1,26
7,9,14,26,1,8,8,1,1,1,27,14,9,32,14
14,15,15,15,10,15,15,1,1,1,15,15,1,15,15
13,1,15,15,1,23,15,1,1,1,15,15,1,15,15
1,27,8,8,20,8,25,1,1,27,8,8,25,27,8
31,1,31,31,25,31,31,1,1,1,32,6,1,3,31
12,1,13,13,1,13,13,1,1,1,13,1,1,6,13
23,1,24,14,19,17,14,1,1,1,24,24,1,15,24
19,12,20,20,15,20,20,1,1,12,20,20,3,1,20
13,1,14,14,9,14,14,1,1,1,14,1,1,3,14
16,18,1,17,12,17,17,1,1,22,17,17,3,1,17
20,1,21,21,1,21,21,1,1,1,21,21,22,3,1
1,1,17,17,12,17,17,1,1,1,17,17,1,15,17
20,24,21,21,18,21,23,1,19,24,21,1,24,6,21
19,1,20,20,15,20,20,1,1,1,20,20,3,6,20
8,1,9,9,1,9,9,1,1,1,9,1,6,1,9
1,21,14,20,15,20,14,17,19,21,14,1,21,12,14
18,1,23,30,1,8,30,1,1,1,23,23,24,22,30
13,1,14,14,9,14,14,1,1,1,14,1,1,3,14
31,27,31,31,1,3,31,1,1,1,32,1,26,1,31
22,1,23,23,18,23,23,1,1,1,23,23,15,1,23
23,1,24,24,19,24,24,16,28,1,24,24,1,16,24
16,1,17,17,12,17,17,1,1,1,17,17,1,22,17
8,33,9,9,26,9,32,6,20,33,9,9,33,3,9
12,24,13,13,1,13,13,1,21,24,13,13,1,15,13
22,1,23,23,18,23,23,1,1,1,23,1,1,6,23
1,25,14,14,19,24,24,1,1,25,14,14,15,1,24
23,1,24,14,19,24,24,1,1,25,14,24,15,22,24
2,24,3,3,18,3,3,18,12,24,3,1,1,18,3
16,1,17,17,12,17,17,1,1,1,17,17,1,3,17
1,22,11,11,6,11,21,1,18,22,11,11,22,1,11
14,1,15,15,10,15,15,1,1,1,15,15,9,15,15
1,19,3,3,1,3,3,22,22,19,3,3,19,1,3
23,1,24,24,19,14,14,1,1,1,24,24,1,15,24
9,27,10,10,1,10,10,34,1,1,10,10,26,17,10
30,22,30,30,1,30,30,24,24,22,31,30,22,1,30
26,1,26,26,21,26,26,1,1,1,27,26,3,12,26
13,24,14,14,18,14,14,25,1,6,14,1,15,24,1
7,1,8,8,4,8,8,1,1,1,8,1,3,1,8
10,18,11,11,1,33,11,1,1,1,11,11,1,36,11
11,1,12,12,7,12,12,1,1,1,12,1,1,3,12
7,1,8,8,4,8,8,1,1,1,8,1,1,32,8
7,1,8,8,4,8,8,1,1,1,8,8,1,6,8
16,20,17,17,12,17,17,3,1,2,17,17,1,15,17
13,4,15,14,1,14,15,15,15,4,15,1,16,25,14
14,15,15,15,1,15,15,25,25,15,15,15,15,22,15
1,1,15,15,10,15,15,1,1,14,15,15,1,15,15
2,6,3,3,1,3,4,18,6,18,3,3,4,6,3
31,33,1,31,25,17,31,1,1,1,32,31,15,6,31
16,22,17,17,12,17,17,3,3,22,17,17,3,22,17
1,15,21,21,5,10,10,3,19,15,21,21,11,5,21
13,18,14,17,12,14,17,1,1,1,14,14,18,1,14
2,1,3,3,1,3,3,1,1,1,3,3,1,6,3
11,1,12,12,7,12,12,1,1,1,12,12,1,6,12
2,6,30,3,1,8,21,3,1,1,31,3,9,6,30
20,12,21,21,1,21,21,1,1,12,21,1,1,3,21
16,1,17,17,12,17,17,1,1,1,17,17,1,4,17
1,1,18,18,1,18,18,1,1,1,18,18,1,15,18
14,1,15,15,1,15,15,1,1,1,15,1,1,6,15
1,1,13,13,8,13,13,1,1,1,13,13,6,1,13
13,35,14,14,9,14,14,26,1,1,14,1,1,3,14
1,1,23,23,18,23,23,1,1,1,23,1,16,1,23
30,32,23,21,1,21,30,22,9,32,23,23,24,22,30
13,15,19,14,4,14,14,6,1,15,1,1,15,1,19
1,1,20,20,15,20,20,1,1,1,20,20,1,6,20
2,18,23,23,18,23,23,12,18,12,23,23,18,12,23
13,35,14,14,9,14,14,1,1,1,14,1,1,22,14
22,25,23,23,18,23,23,6,1,2,23,1,1,3,23
13,1,14,14,9,14,14,1,1,1,14,14,1,20,14
10,18,11,11,1,11,11,13,18,13,11,11,1,3,11
13,25,14,14,9,14,14,1,1,25,14,1,1,25,14
14,1,15,15,10,15,15,1,1,1,15,15,1,3,15
13,16,14,14,10,15,14,1,1,16,14,14,16,1,14
2,17,3,3,11,3,3,1,6,17,3,3,17,30,3
7,1,8,8,4,21,8,1,1,1,8,8,22,1,8
26,9,26,26,4,26,26,32,32,9,27,26,9,15,26
30,1,30,30,1,30,30,1,1,1,31,30,1,3,30
1,1,8,8,4,8,8,1,1,1,8,8,1,15,8
4,21,15,20,10,20,15,25,1,1,15,15,21,1,15
1,26,28,28,1,28,28,3,25,3,29,6,1,3,28
1,1,14,14,9,14,14,1,1,1,14,1,1,3,14
26,1,1,26,21,26,26,1,1,1,27,26,1,15,26
14,1,15,15,10,15,14,1,25,1,15,15,15,9,15
25,15,25,14,1,14,25,25,25,15,26,25,26,1,14
23,22,24,24,19,24,24,19,19,22,24,24,15,22,24
20,15,21,21,2,21,4,4,15,4,21,21,15,1,21
13,21,14,14,1,14,18,19,19,21,14,14,19,21,14
1,19,21,21,1,21,21,24,24,19,21,21,19,1,21
26,15,26,26,21,26,26,32,1,15,27,1,15,1,26
13,1,14,14,9,14,14,1,1,1,14,14,1,30,14
10,3,11,11,6,11,3,18,28,3,11,11,1,3,11
23,1,24,24,19,24,24,1,1,1,24,1,1,3,24
4,23,6,6,1,6,6,20,20,10,6,1,23,1,6
26,1,1,26,21,26,26,1,1,1,27,26,12,1,26
1,1,14,14,9,14,14,1,1,1,14,14,15,25,1
24,25,1,24,19,24,24,9,1,30,24,24,1,9,24
2,18,3,3,12,3,3,1,1,18,3,1,13,1,3
2,18,3,3,1,3,3,22,22,18,3,6,18,1,3
18,6,19,19,27,19,19,31,1,1,1,19,1,6,19
1,1,14,14,1,14,14,1,1,1,14,1,6,18,14
1,1,8,8,1,8,8,1,1,1,8,9,1,15,8
12,1,13,13,8,13,13,1,1,1,13,13,1,15,13
22,1,23,23,18,23,23,1,1,1,23,23,1,3,23
7,1,8,8,1,8,8,1,1,1,8,8,22,1,8
1,21,19,19,14,19,19,6,21,6,19,1,1,6,19
1,25,14,14,19,14,14,1,1,25,14,1,1,22,14
10,22,11,11,25,11,11,33,21,33,11,21,6,1,11
1,22,14,8,4,14,14,9,1,1,14,14,9,22,14
1,1,31,31,1,31,31,1,1,1,32,1,1,6,31
1,15,13,13,8,13,13,35,15,35,13,13,1,3,13
13,1,14,14,9,14,14,1,1,1,14,14,1,3,14
29,1,1,29,23,29,29,1,1,1,30,29,1,24,29
1,19,14,18,1,14,18,1,1,1,18,14,19,16,14
14,1,15,15,10,15,15,22,1,1,15,15,1,18,15
1,1,15,15,10,15,15,1,1,1,15,15,1,3,15
26,15,26,14,21,26,8,4,4,15,27,1,15,1,26
1,22,6,6,1,6,21,10,3,22,6,6,22,1,6
26,24,26,26,18,23,26,22,19,24,27,1,27,14,23
8,25,9,24,19,24,33,6,21,25,9,9,10,1,24
19,1,20,20,1,20,20,1,1,1,20,20,1,6,20
16,1,17,17,4,17,30,1,1,22,17,17,31,1,17
4,20,6,6,14,9,6,10,10,20,6,1,1,3,6
2,18,3,3,12,17,17,24,24,18,3,1,3,1,17
26,1,26,26,21,26,26,1,1,1,27,1,20,1,26
26,1,26,26,21,26,26,1,1,1,27,26,15,1,26
13,1,14,14,18,14,14,1,1,1,14,1,1,24,14
13,1,14,14,9,14,14,1,1,6,14,1,1,3,14
1,1,14,14,9,14,14,1,1,1,14,14,1,3,14
22,3,23,23,19,14,24,14,3,24,13,6,25,3,23
20,19,21,21,1,21,21,1,1,19,21,21,1,19,21
20,1,21,21,1,21,21,1,1,1,21,21,1,3,21
1,22,26,26,21,26,26,3,19,22,27,26,13,1,26
26,1,26,26,21,26,26,1,1,1,27,26,20,6,26
13,1,14,14,9,14,14,1,1,1,14,1,1,9,14
6,31,7,7,3,7,7,5,1,8,1,7,12,1,7
13,16,14,14,10,15,21,19,25,19,14,26,16,19,14
12,32,13,13,1,13,13,33,33,32,13,13,15,1,13
13,1,14,14,9,14,14,1,1,1,14,14,1,13,14
30,28,30,30,21,8,26,30,30,28,31,30,27,9,30
13,1,14,14,9,14,14,1,1,1,14,14,1,3,14
13,21,14,14,1,5,21,1,1,1,14,20,1,22,14
7,1,8,8,4,8,8,1,1,1,8,1,1,16,8
14,1,15,15,1,15,15,1,1,1,15,1,1,15,15
16,20,17,17,12,17,17,22,20,12,17,17,1,3,17
7,1,8,8,1,8,8,1,32,1,8,8,1,15,8
16,24,17,23,18,14,23,6,1,24,2,17,15,24,17
7,9,30,30,1,30,8,1,1,9,31,1,9,15,30
1,13,30,23,18,8,23,15,1,24,2,1,13,9,30
19,1,20,20,15,20,20,1,1,1,20,20,1,15,20
28,25,28,28,22,28,28,1,1,1,29,1,1,25,28
26,1,26,26,21,26,26,1,1,1,27,1,22,1,26
1,1,17,17,12,17,17,1,1,3,17,17,1,3,17
13,4,14,14,9,14,12,36,19,36,14,14,1,13,14
20,18,21,21,7,21,12,6,1,1,21,1,13,9,21
26,1,26,26,21,6,26,1,1,1,27,26,1,3,26
20,1,21,21,16,21,21,1,1,1,21,1,1,3,21
1,1,21,21,16,21,21,1,1,1,21,21,1,18,21
16,1,17,17,12,17,17,1,1,1,17,17,1,13,17
1,1,14,14,22,8,14,1,1,1,14,14,29,16,14
2,1,3,3,1,3,3,1,1,1,3,3,1,18,3
26,18,1,17,21,26,26,1,3,18,27,26,27,22,17
1,1,19,19,14,19,19,1,1,1,19,19,1,3,19
1,3,21,21,16,21,21,1,1,1,21,21,1,3,21
4,1,1,19,1,19,19,1,1,1,19,19,1,13,19
7,1,8,8,4,8,8,1,1,1,8,8,1,17,8
13,1,14,14,9,14,14,1,1,1,14,14,1,3,14
2,18,3,6,12,6,3,1,1,1,3,3,13,18,3
1,31,6,6,23,6,29,20,20,31,6,1,30,1,6
16,1,17,17,12,17,17,1,1,1,17,1,3,1,17
18,6,19,19,14,19,19,33,21,33,19,13,32,6,19
4,20,6,6,1,6,6,12,18,20,6,6,20,12,6
11,13,31,31,7,12,12,20,14,13,32,31,32,1,12
2,12,3,3,6,21,11,18,18,12,3,11,12,22,3
20,19,16,16,1,16,18,22,22,19,16,1,19,22,16
30,33,30,30,1,30,30,9,1,9,31,30,32,1,30
18,1,1,19,14,19,19,1,2,33,19,19,1,22,19
26,22,26,26,1,26,26,3,22,18,27,26,15,16,26
13,25,14,14,19,14,14,1,1,6,14,14,1,25,14
26,1,26,26,21,26,26,1,1,1,27,14,1,15,26
13,1,14,14,9,14,14,1,1,1,14,14,1,3,14
1,1,26,26,21,26,26,1,1,1,27,26,1,15,26
26,1,26,26,21,26,26,1,1,1,27,26,6,25,26
13,1,14,14,9,14,14,1,1,1,14,14,34,1,14
1,20,6,24,1,24,6,25,1,6,24,1,25,1,6
1,18,5,6,1,5,5,6,13,20,5,5,1,6,5
1,4,8,8,4,8,8,1,1,4,8,8,1,15,8
26,6,26,26,21,26,26,1,1,6,27,26,14,22,26
29,13,29,12,23,12,29,5,30,13,30,5,30,5,12
18,13,19,19,1,19,19,1,1,13,19,19,6,1,19
26,1,26,26,21,26,26,1,1,1,27,26,22,15,26
16,1,17,17,12,17,17,1,1,1,17,17,1,22,17
23,15,24,14,19,14,24,1,1,15,6,14,15,1,24
13,1,14,14,18,14,14,1,1,1,14,14,1,3,14
16,22,17,17,12,17,17,3,12,22,17,17,1,14,17
31,1,31,31,1,31,31,1,1,1,32,31,1,3,31
1,22,6,6,1,6,6,10,22,10,6,1,10,1,6
26,30,26,18,22,26,26,16,28,19,29,26,29,3,26
12,20,13,13,8,13,13,1,1,1,13,13,1,6,13
13,1,14,14,9,14,14,1,1,1,14,14,1,22,14
26,1,26,26,21,26,26,1,1,1,27,1,1,3,26
13,1,14,21,4,14,14,1,1,1,14,14,1,22,14
1,21,14,14,15,14,14,18,1,1,14,14,21,1,14
4,20,6,6,1,6,5,1,1,20,6,6,1,20,6
